"Date","Student","Site","Location","Plot","Species","Cover"
"2024-5-27",1,"A_grassland",1,5,"Crataegus_monogyna",3
"2024-5-27",1,"A_grassland",1,5,"Grasses",35
"2024-5-27",1,"A_grassland",1,5,"Hypochaeris_radicata",7
"2024-5-27",1,"A_grassland",1,5,"Jocabaea_vulgaris",10
"2024-5-27",1,"A_grassland",1,5,"Lotus_corniculatus",5
"2024-5-27",1,"A_grassland",1,5,"Mosses",80
"2024-5-27",1,"A_grassland",1,5,"Plantago_lanceolata",2
"2024-5-27",1,"A_grassland",1,5,"Rhinanthus_angustifolius",2
"2024-5-27",1,"A_grassland",1,5,"Sanguisorba_minor",15
"2024-5-27",1,"A_grassland",1,5,"Trifolium_dubium",5
"2024-5-27",1,"A_grassland",1,5,"Trifolium_repens",2
"2024-5-27",1,"A_grassland",2,11,"Cirsium_sp",10
"2024-5-27",1,"A_grassland",2,11,"Cirsium_sp",1
"2024-5-27",1,"A_grassland",2,11,"Convolvulus_arvensis",15
"2024-5-27",1,"A_grassland",2,11,"Eryngium_campestre",80
"2024-5-27",1,"A_grassland",2,11,"Geranium_molle",2
"2024-5-27",1,"A_grassland",2,11,"Grasses",70
"2024-5-27",1,"A_grassland",2,11,"Jocabaea_vulgaris",1
"2024-5-27",1,"A_grassland",2,11,"Tanacetum_vulgare",10
"2024-5-27",1,"A_grassland",2,11,"Trifolium_dubium",2
"2024-5-27",1,"A_grassland",2,11,"Trifolium_repens",1
"2024-5-27",1,"A_grassland",2,11,"Vicia_sp",3
"2024-5-27",1,"A_grassland",2,12,"Achillea_millefolium",40
"2024-5-27",1,"A_grassland",2,12,"Capsella_bursa-pastoris",5
"2024-5-27",1,"A_grassland",2,12,"Erodium_cicutarium",2
"2024-5-27",1,"A_grassland",2,12,"Eryngium_campestre",7
"2024-5-27",1,"A_grassland",2,12,"Geranium_molle",3
"2024-5-27",1,"A_grassland",2,12,"Grasses",80
"2024-5-27",1,"A_grassland",2,12,"Plantago_lanceolata",1
"2024-5-27",1,"A_grassland",2,12,"Tanacetum_vulgare",5
"2024-5-27",1,"A_grassland",2,12,"Trifolium_dubium",45
"2024-5-27",1,"A_grassland",2,12,"Vicia_sp",2
"2024-5-27",1,"A_grassland",2,13,"Achillea_millefolium",55
"2024-5-27",1,"A_grassland",2,13,"Erodium_cicutarium",2
"2024-5-27",1,"A_grassland",2,13,"Eryngium_campestre",10
"2024-5-27",1,"A_grassland",2,13,"Geranium_molle",4
"2024-5-27",1,"A_grassland",2,13,"Grasses",90
"2024-5-27",1,"A_grassland",2,13,"Taraxacum_sp",1
"2024-5-27",1,"A_grassland",2,13,"Trifolium_dubium",10
"2024-5-27",1,"A_grassland",2,13,"Trifolium_repens",2
"2024-5-27",1,"A_grassland",2,13,"Veronica_sp",2
"2024-5-27",1,"A_grassland",2,13,"Vicia_sp",5
"2024-5-27",1,"A_grassland",2,14,"Bellis_perennis",0.2
"2024-5-27",1,"A_grassland",2,14,"Capsella_bursa-pastoris",0.2
"2024-5-27",1,"A_grassland",2,14,"Cerastium_arvense",0.5
"2024-5-27",1,"A_grassland",2,14,"Erodium_cicutarium",3
"2024-5-27",1,"A_grassland",2,14,"Eryngium_campestre",10
"2024-5-27",1,"A_grassland",2,14,"Geranium_molle",5
"2024-5-27",1,"A_grassland",2,14,"Grasses",30
"2024-5-27",1,"A_grassland",2,14,"Plantago_lanceolata",1
"2024-5-27",1,"A_grassland",2,14,"Trifolium_dubium",80
"2024-5-27",1,"A_grassland",2,14,"Trifolium_repens",2
"2024-5-27",1,"A_grassland",2,14,"Veronica_sp",0.1
"2024-5-27",1,"A_grassland",2,14,"Vicia_sp",2
"2024-5-27",1,"A_grassland",2,15,"Achillea_millefolium",20
"2024-5-27",1,"A_grassland",2,15,"Bellis_perennis",1
"2024-5-27",1,"A_grassland",2,15,"Cerastium_arvense",0.5
"2024-5-27",1,"A_grassland",2,15,"Erodium_cicutarium",2
"2024-5-27",1,"A_grassland",2,15,"Eryngium_campestre",1
"2024-5-27",1,"A_grassland",2,15,"Geranium_molle",2
"2024-5-27",1,"A_grassland",2,15,"Grasses",90
"2024-5-27",1,"A_grassland",2,15,"Hypochaeris_radicata",5
"2024-5-27",1,"A_grassland",2,15,"Plantago_lanceolata",5
"2024-5-27",1,"A_grassland",2,15,"Tanacetum_vulgare",4
"2024-5-27",1,"A_grassland",2,15,"Trifolium_dubium",60
"2024-5-27",1,"A_grassland",2,15,"Trifolium_repens",5
"2024-5-27",1,"A_grassland",2,15,"Veronica_sp",0.5
"2024-5-27",1,"A_grassland",2,15,"Vicia_sp",1
"2024-4-29",1,"B_forest",1,1,"Betula_pendula",2
"2024-4-29",1,"B_forest",1,1,"Grasses",80
"2024-4-29",1,"B_forest",1,1,"Mosses",10
"2024-4-29",1,"B_forest",1,1,"Prunus_serotina",4
"2024-4-29",1,"B_forest",1,1,"Sorbus_aucuparia",15
"2024-4-29",1,"B_forest",1,1,"Vaccinium_myrtillus",15
"2024-4-29",1,"B_forest",1,2,"Grasses",10
"2024-4-29",1,"B_forest",1,2,"Mosses",20
"2024-4-29",1,"B_forest",1,2,"Pinus_sylvestris",4
"2024-4-29",1,"B_forest",1,2,"Sorbus_aucuparia",15
"2024-4-29",1,"B_forest",1,2,"Vaccinium_myrtillus",90
"2024-4-29",1,"B_forest",1,3,"Grasses",10
"2024-4-29",1,"B_forest",1,3,"Mosses",55
"2024-4-29",1,"B_forest",1,3,"Sorbus_aucuparia",25
"2024-4-29",1,"B_forest",1,3,"Vaccinium_myrtillus",5
"2024-4-29",1,"B_forest",1,4,"Betula_pendula",5
"2024-4-29",1,"B_forest",1,4,"Dryopteris_sp",2
"2024-4-29",1,"B_forest",1,4,"Grasses",20
"2024-4-29",1,"B_forest",1,4,"Mosses",40
"2024-4-29",1,"B_forest",1,4,"Pinus_sylvestris",3
"2024-4-29",1,"B_forest",1,4,"Sorbus_aucuparia",5
"2024-4-29",1,"B_forest",1,4,"Vaccinium_myrtillus",25
"2024-4-29",1,"B_forest",1,5,"Betula_pendula",1
"2024-4-29",1,"B_forest",1,5,"Grasses",20
"2024-4-29",1,"B_forest",1,5,"Mosses",15
"2024-4-29",1,"B_forest",1,5,"Pinus_sylvestris",0.5
"2024-4-29",1,"B_forest",1,5,"Sorbus_aucuparia",2
"2024-4-29",1,"B_forest",1,5,"Vaccinium_myrtillus",40
"2024-4-29",1,"B_forest",1,6,"Frangula_alnus",1
"2024-4-29",1,"B_forest",1,6,"Grasses",40
"2024-4-29",1,"B_forest",1,6,"Mosses",15
"2024-4-29",1,"B_forest",1,6,"Prunus_serotina",4
"2024-4-29",1,"B_forest",1,6,"Sorbus_aucuparia",10
"2024-4-29",1,"B_forest",1,7,"Grasses",50
"2024-4-29",1,"B_forest",1,7,"Mosses",7
"2024-4-29",1,"B_forest",1,7,"Prunus_serotina",3
"2024-4-29",1,"B_forest",1,7,"Sorbus_aucuparia",10
"2024-4-29",1,"B_forest",1,8,"Grasses",15
"2024-4-29",1,"B_forest",1,8,"Mosses",20
"2024-4-29",1,"B_forest",1,8,"Prunus_serotina",3
"2024-4-29",1,"B_forest",1,8,"Sorbus_aucuparia",10
"2024-4-29",1,"B_forest",1,9,"Grasses",70
"2024-4-29",1,"B_forest",1,9,"Mosses",5
"2024-4-29",1,"B_forest",1,9,"Sorbus_aucuparia",10
"2024-4-29",1,"B_forest",1,9,"Vaccinium_myrtillus",20
"2024-4-29",1,"B_forest",1,10,"Grasses",50
"2024-4-29",1,"B_forest",1,10,"Ilex_aquifolium",2
"2024-4-29",1,"B_forest",1,10,"Mosses",15
"2024-4-29",1,"B_forest",1,10,"Prunus_serotina",3
"2024-4-29",1,"B_forest",1,10,"Sorbus_aucuparia",20
"2024-4-29",1,"B_forest",2,11,"Bare_ground",70
"2024-4-29",1,"B_forest",2,11,"Fagus_sylvatica",1
"2024-4-29",1,"B_forest",2,11,"Grasses",5
"2024-4-29",1,"B_forest",2,11,"Mosses",25
"2024-4-29",1,"B_forest",2,12,"Bare_ground",85
"2024-4-29",1,"B_forest",2,12,"Grasses",5
"2024-4-29",1,"B_forest",2,12,"Mosses",10
"2024-4-29",1,"B_forest",2,13,"Bare_ground",70
"2024-4-29",1,"B_forest",2,13,"Mosses",30
"2024-4-29",1,"B_forest",2,14,"Bare_ground",96
"2024-4-29",1,"B_forest",2,14,"Mosses",3
"2024-4-29",1,"B_forest",2,14,"Prunus_serotina",0.5
"2024-4-29",1,"B_forest",2,15,"Bare_ground",95
"2024-4-29",1,"B_forest",2,15,"Mosses",5
"2024-4-29",1,"B_forest",2,16,"Bare_ground",98
"2024-4-29",1,"B_forest",2,16,"Fagus_sylvatica",2
"2024-4-29",1,"B_forest",2,17,"Bare_ground",98
"2024-4-29",1,"B_forest",2,17,"Fagus_sylvatica",1
"2024-4-29",1,"B_forest",2,17,"Mosses",1
"2024-4-29",1,"B_forest",2,18,"Bare_ground",98
"2024-4-29",1,"B_forest",2,18,"Fagus_sylvatica",1
"2024-4-29",1,"B_forest",2,18,"Grasses",1
"2024-4-29",1,"B_forest",2,19,"Bare_ground",86
"2024-4-29",1,"B_forest",2,19,"Fagus_sylvatica",1
"2024-4-29",1,"B_forest",2,19,"Grasses",3
"2024-4-29",1,"B_forest",2,19,"Mosses",10
"2024-4-29",1,"B_forest",2,20,"Bare_ground",84
"2024-4-29",1,"B_forest",2,20,"Fagus_sylvatica",1
"2024-4-29",1,"B_forest",2,20,"Mosses",15
"2024-5-6",1,"C_heathland",1,1,"Bare_ground",10
"2024-5-6",1,"C_heathland",1,1,"Calluna_vulgaris",70
"2024-5-6",1,"C_heathland",1,1,"Grasses",1
"2024-5-6",1,"C_heathland",1,1,"Mosses",25
"2024-5-6",1,"C_heathland",1,2,"Bare_ground",5
"2024-5-6",1,"C_heathland",1,2,"Calluna_vulgaris",60
"2024-5-6",1,"C_heathland",1,2,"Grasses",5
"2024-5-6",1,"C_heathland",1,2,"Mosses",20
"2024-5-6",1,"C_heathland",1,3,"Bare_ground",5
"2024-5-6",1,"C_heathland",1,3,"Calluna_vulgaris",60
"2024-5-6",1,"C_heathland",1,3,"Mosses",30
"2024-5-6",1,"C_heathland",1,4,"Bare_ground",2
"2024-5-6",1,"C_heathland",1,4,"Calluna_vulgaris",40
"2024-5-6",1,"C_heathland",1,4,"Grasses",12
"2024-5-6",1,"C_heathland",1,4,"Mosses",35
"2024-5-6",1,"C_heathland",1,5,"Bare_ground",30
"2024-5-6",1,"C_heathland",1,5,"Calluna_vulgaris",40
"2024-5-6",1,"C_heathland",1,5,"Mosses",15
"2024-5-6",1,"C_heathland",1,6,"Bare_ground",20
"2024-5-6",1,"C_heathland",1,6,"Calluna_vulgaris",40
"2024-5-6",1,"C_heathland",1,6,"Grasses",2
"2024-5-6",1,"C_heathland",1,6,"Mosses",70
"2024-5-6",1,"C_heathland",1,7,"Calluna_vulgaris",50
"2024-5-6",1,"C_heathland",1,7,"Grasses",2
"2024-5-6",1,"C_heathland",1,7,"Mosses",60
"2024-5-6",1,"C_heathland",1,8,"Calluna_vulgaris",90
"2024-5-6",1,"C_heathland",1,8,"Mosses",20
"2024-5-6",1,"C_heathland",1,9,"Calluna_vulgaris",80
"2024-5-6",1,"C_heathland",1,9,"Mosses",40
"2024-5-6",1,"C_heathland",1,9,"Rumex_acetosella",3
"2024-5-6",1,"C_heathland",1,10,"Calluna_vulgaris",80
"2024-5-6",1,"C_heathland",1,10,"Grasses",5
"2024-5-6",1,"C_heathland",1,10,"Mosses",20
"2024-5-6",1,"C_heathland",2,11,"Calluna_vulgaris",30
"2024-5-6",1,"C_heathland",2,11,"Grasses",30
"2024-5-6",1,"C_heathland",2,11,"Mosses",30
"2024-5-6",1,"C_heathland",2,11,"Pinus_sylvestris",2
"2024-5-6",1,"C_heathland",2,11,"Rubus_sp",5
"2024-5-6",1,"C_heathland",2,12,"Calluna_vulgaris",40
"2024-5-6",1,"C_heathland",2,12,"Grasses",10
"2024-5-6",1,"C_heathland",2,12,"Mosses",70
"2024-5-6",1,"C_heathland",2,12,"Rubus_sp",1
"2024-5-6",1,"C_heathland",2,13,"Calluna_vulgaris",80
"2024-5-6",1,"C_heathland",2,13,"Mosses",40
"2024-5-6",1,"C_heathland",2,14,"Betula_pendula",1
"2024-5-6",1,"C_heathland",2,14,"Calluna_vulgaris",35
"2024-5-6",1,"C_heathland",2,14,"Mosses",70
"2024-5-6",1,"C_heathland",2,14,"Pinus_sylvestris",1
"2024-5-6",1,"C_heathland",2,15,"Calluna_vulgaris",40
"2024-5-6",1,"C_heathland",2,15,"Mosses",65
"2024-5-6",1,"C_heathland",2,16,"Calluna_vulgaris",10
"2024-5-6",1,"C_heathland",2,16,"Grasses",40
"2024-5-6",1,"C_heathland",2,16,"Mosses",30
"2024-5-6",1,"C_heathland",2,16,"Rubus_sp",15
"2024-5-6",1,"C_heathland",2,17,"Calluna_vulgaris",5
"2024-5-6",1,"C_heathland",2,17,"Erica_tetralix",15
"2024-5-6",1,"C_heathland",2,17,"Grasses",90
"2024-5-6",1,"C_heathland",2,17,"Mosses",5
"2024-5-6",1,"C_heathland",2,17,"Rubus_sp",10
"2024-5-6",1,"C_heathland",2,18,"Calluna_vulgaris",40
"2024-5-6",1,"C_heathland",2,18,"Erica_tetralix",5
"2024-5-6",1,"C_heathland",2,18,"Grasses",25
"2024-5-6",1,"C_heathland",2,18,"Mosses",30
"2024-5-6",1,"C_heathland",2,19,"Calluna_vulgaris",50
"2024-5-6",1,"C_heathland",2,19,"Grasses",1
"2024-5-6",1,"C_heathland",2,19,"Mosses",50
"2024-5-6",1,"C_heathland",2,20,"Bare_ground",1
"2024-5-6",1,"C_heathland",2,20,"Calluna_vulgaris",80
"2024-5-6",1,"C_heathland",2,20,"Grasses",7
"2024-5-6",1,"C_heathland",2,20,"Mosses",30
"2024-5-13",1,"D_peatland",1,1,"Bare_ground",15
"2024-5-13",1,"D_peatland",1,1,"Caltha_palustris",10
"2024-5-13",1,"D_peatland",1,1,"Carex_sp",40
"2024-5-13",1,"D_peatland",1,1,"Equisetum_fluviatile",5
"2024-5-13",1,"D_peatland",1,1,"Juncus_sp",30
"2024-5-13",1,"D_peatland",1,1,"Lysimachia_thyrsiflora",7
"2024-5-13",1,"D_peatland",1,1,"Mentha_aquatica",1
"2024-5-13",1,"D_peatland",1,1,"Salix_sp",1
"2024-5-13",1,"D_peatland",1,1,"Sparganium_erectum",5
"2024-5-13",1,"D_peatland",1,2,"Bare_ground",30
"2024-5-13",1,"D_peatland",1,2,"Caltha_palustris",5
"2024-5-13",1,"D_peatland",1,2,"Carex_sp",60
"2024-5-13",1,"D_peatland",1,2,"Epilobium_hirsutum",0.5
"2024-5-13",1,"D_peatland",1,2,"Equisetum_fluviatile",1
"2024-5-13",1,"D_peatland",1,2,"Juncus_sp",15
"2024-5-13",1,"D_peatland",1,2,"Lysimachia_thyrsiflora",1
"2024-5-13",1,"D_peatland",1,2,"Salix_sp",1
"2024-5-13",1,"D_peatland",1,2,"Sparganium_erectum",7
"2024-5-13",1,"D_peatland",1,3,"Bare_ground",15
"2024-5-13",1,"D_peatland",1,3,"Betula_pendula",0.5
"2024-5-13",1,"D_peatland",1,3,"Caltha_palustris",2
"2024-5-13",1,"D_peatland",1,3,"Carex_sp",35
"2024-5-13",1,"D_peatland",1,3,"Epilobium_hirsutum",2
"2024-5-13",1,"D_peatland",1,3,"Equisetum_fluviatile",2
"2024-5-13",1,"D_peatland",1,3,"Juncus_sp",35
"2024-5-13",1,"D_peatland",1,3,"Lysimachia_thyrsiflora",0.1
"2024-5-13",1,"D_peatland",1,3,"Mosses",15
"2024-5-13",1,"D_peatland",1,3,"Salix_sp",25
"2024-5-13",1,"D_peatland",1,3,"Sparganium_erectum",2
"2024-5-13",1,"D_peatland",1,3,"Veronica_sp",1
"2024-5-13",1,"D_peatland",1,4,"Betula_pendula",5
"2024-5-13",1,"D_peatland",1,4,"Caltha_palustris",7
"2024-5-13",1,"D_peatland",1,4,"Carex_sp",5
"2024-5-13",1,"D_peatland",1,4,"Cirsium_sp",3
"2024-5-13",1,"D_peatland",1,4,"Equisetum_fluviatile",3
"2024-5-13",1,"D_peatland",1,4,"Juncus_sp",10
"2024-5-13",1,"D_peatland",1,4,"Mentha_aquatica",0.5
"2024-5-13",1,"D_peatland",1,4,"Mosses",70
"2024-5-13",1,"D_peatland",1,4,"Salix_sp",15
"2024-5-13",1,"D_peatland",1,4,"Sparganium_erectum",15
"2024-5-13",1,"D_peatland",1,5,"Angelica_archangelica",2
"2024-5-13",1,"D_peatland",1,5,"Betula_pendula",5
"2024-5-13",1,"D_peatland",1,5,"Carex_sp",2
"2024-5-13",1,"D_peatland",1,5,"Cirsium_sp",10
"2024-5-13",1,"D_peatland",1,5,"Epilobium_hirsutum",2
"2024-5-13",1,"D_peatland",1,5,"Equisetum_fluviatile",20
"2024-5-13",1,"D_peatland",1,5,"Juncus_sp",15
"2024-5-13",1,"D_peatland",1,5,"Lysimachia_thyrsiflora",3
"2024-5-13",1,"D_peatland",1,5,"Mentha_aquatica",1
"2024-5-13",1,"D_peatland",1,5,"Mosses",40
"2024-5-13",1,"D_peatland",1,5,"Salix_sp",5
"2024-5-13",1,"D_peatland",1,5,"Sparganium_erectum",30
"2024-5-13",1,"D_peatland",1,6,"Bare_ground",35
"2024-5-13",1,"D_peatland",1,6,"Caltha_palustris",15
"2024-5-13",1,"D_peatland",1,6,"Carex_sp",1
"2024-5-13",1,"D_peatland",1,6,"Equisetum_fluviatile",7
"2024-5-13",1,"D_peatland",1,6,"Iris_pseudacorus",4
"2024-5-13",1,"D_peatland",1,6,"Juncus_sp",20
"2024-5-13",1,"D_peatland",1,6,"Lysimachia_thyrsiflora",2
"2024-5-13",1,"D_peatland",1,6,"Mentha_aquatica",3
"2024-5-13",1,"D_peatland",1,6,"Salix_sp",2
"2024-5-13",1,"D_peatland",1,6,"Sparganium_erectum",15
"2024-5-13",1,"D_peatland",1,7,"Bare_ground",35
"2024-5-13",1,"D_peatland",1,7,"Caltha_palustris",10
"2024-5-13",1,"D_peatland",1,7,"Carex_sp",3
"2024-5-13",1,"D_peatland",1,7,"Epilobium_hirsutum",3
"2024-5-13",1,"D_peatland",1,7,"Equisetum_fluviatile",7
"2024-5-13",1,"D_peatland",1,7,"Iris_pseudacorus",2
"2024-5-13",1,"D_peatland",1,7,"Juncus_sp",15
"2024-5-13",1,"D_peatland",1,7,"Lysimachia_thyrsiflora",3
"2024-5-13",1,"D_peatland",1,7,"Mentha_aquatica",0.5
"2024-5-13",1,"D_peatland",1,7,"Rumex_acetosella",1
"2024-5-13",1,"D_peatland",1,7,"Salix_sp",3
"2024-5-13",1,"D_peatland",1,7,"Sparganium_erectum",20
"2024-5-13",1,"D_peatland",1,8,"Bare_ground",20
"2024-5-13",1,"D_peatland",1,8,"Caltha_palustris",5
"2024-5-13",1,"D_peatland",1,8,"Equisetum_fluviatile",5
"2024-5-13",1,"D_peatland",1,8,"Iris_pseudacorus",2
"2024-5-13",1,"D_peatland",1,8,"Juncus_sp",30
"2024-5-13",1,"D_peatland",1,8,"Lysimachia_thyrsiflora",25
"2024-5-13",1,"D_peatland",1,8,"Mosses",10
"2024-5-13",1,"D_peatland",1,8,"Sparganium_erectum",3
"2024-5-13",1,"D_peatland",1,9,"Alnus_glutinosa",1
"2024-5-13",1,"D_peatland",1,9,"Caltha_palustris",15
"2024-5-13",1,"D_peatland",1,9,"Epilobium_hirsutum",3
"2024-5-13",1,"D_peatland",1,9,"Equisetum_fluviatile",3
"2024-5-13",1,"D_peatland",1,9,"Iris_pseudacorus",2
"2024-5-13",1,"D_peatland",1,9,"Juncus_sp",45
"2024-5-13",1,"D_peatland",1,9,"Lysimachia_thyrsiflora",20
"2024-5-13",1,"D_peatland",1,9,"Mentha_aquatica",2
"2024-5-13",1,"D_peatland",1,9,"Mosses",70
"2024-5-13",1,"D_peatland",1,9,"Salix_sp",1
"2024-5-13",1,"D_peatland",1,9,"Veronica_sp",1
"2024-5-13",1,"D_peatland",1,10,"Bare_ground",15
"2024-5-13",1,"D_peatland",1,10,"Caltha_palustris",15
"2024-5-13",1,"D_peatland",1,10,"Calystegia_sepium",3
"2024-5-13",1,"D_peatland",1,10,"Cirsium_sp",1
"2024-5-13",1,"D_peatland",1,10,"Epilobium_hirsutum",5
"2024-5-13",1,"D_peatland",1,10,"Equisetum_fluviatile",5
"2024-5-13",1,"D_peatland",1,10,"Ferns",1
"2024-5-13",1,"D_peatland",1,10,"Grasses",1
"2024-5-13",1,"D_peatland",1,10,"Juncus_sp",40
"2024-5-13",1,"D_peatland",1,10,"Lysimachia_thyrsiflora",5
"2024-5-13",1,"D_peatland",1,10,"Mentha_aquatica",5
"2024-5-13",1,"D_peatland",1,10,"Mosses",20
"2024-5-13",1,"D_peatland",1,10,"Salix_sp",5
"2024-4-29",2,"D_peatland",2,11,"Carex_sp",0.5
"2024-4-29",2,"D_peatland",2,11,"Cirsium_sp",0.01
"2024-4-29",2,"D_peatland",2,11,"Juncus_sp",0.5
"2024-4-29",2,"D_peatland",2,11,"Mosses",0.45
"2024-4-29",2,"D_peatland",2,11,"Pimpinella_saxifraga",0.4
"2024-4-29",2,"D_peatland",2,11,"Ranunculus_acris",0.01
"2024-4-29",2,"D_peatland",2,12,"Carex_sp",0.1
"2024-4-29",2,"D_peatland",2,12,"Cirsium_sp",0.01
"2024-4-29",2,"D_peatland",2,12,"Juncus_sp",0.6
"2024-4-29",2,"D_peatland",2,12,"Mosses",0.55
"2024-4-29",2,"D_peatland",2,12,"Ranunculus_acris",0.01
"2024-4-29",2,"D_peatland",2,13,"Carex_sp",0.05
"2024-4-29",2,"D_peatland",2,13,"Juncus_sp",0.6
"2024-4-29",2,"D_peatland",2,13,"Mosses",0.5
"2024-4-29",2,"D_peatland",2,13,"Ranunculus_acris",0.04
"2024-4-29",2,"D_peatland",2,14,"Carex_sp",0.01
"2024-4-29",2,"D_peatland",2,14,"Juncus_sp",0.15
"2024-4-29",2,"D_peatland",2,14,"Mosses",0.4
"2024-4-29",2,"D_peatland",2,14,"Ranunculus_acris",0.05
"2024-4-29",2,"D_peatland",2,15,"Carex_sp",0.05
"2024-4-29",2,"D_peatland",2,15,"Juncus_sp",0.75
"2024-4-29",2,"D_peatland",2,15,"Mosses",0.4
"2024-4-29",2,"D_peatland",2,15,"Ranunculus_acris",0.05
"2024-4-29",2,"D_peatland",2,16,"Carex_sp",0.02
"2024-4-29",2,"D_peatland",2,16,"Juncus_sp",0.7
"2024-4-29",2,"D_peatland",2,16,"Mosses",0.25
"2024-4-29",2,"D_peatland",2,17,"Carex_sp",0.5
"2024-4-29",2,"D_peatland",2,17,"Juncus_sp",0.5
"2024-4-29",2,"D_peatland",2,17,"Mosses",0.7
"2024-4-29",2,"D_peatland",2,18,"Carex_sp",0.1
